record_id,city,country,continent,population,dev_status,grid_type,year,transport_mode,modal_share_pct,avg_trip_km,daily_trips_per_person,emission_factor_co2_kg_per_pkm,emission_factor_nox_kg_per_pkm,emission_factor_pm10_kg_per_pkm,energy_intensity_MJ_per_pkm,co2_emissions_tonnes,nox_emissions_tonnes,pm10_emissions_tonnes,energy_consumption_TJ
2433,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2019,Car,59.251,11.67,4,0.184862,0.00041239,5.1104e-05,2.31711,6531805.1,14571.1455,1805.67866,81.8714
2434,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2019,Motorcycle,3.427,7.56,4,0.107936,0.00069423,8.5906e-05,1.57883,142909.96,919.1779,113.74169,2.0904
2435,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2019,ElectricCar,13.687,12.52,4,0.030333,1.034e-05,2.473e-06,0.32386,265611.53,90.5424,21.65487,2.8359
2436,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2019,ElectricBike,1.472,6.76,4,0.004486,1.53e-06,4.01e-07,0.04147,2280.29,0.7777,0.20383,0.0211
2437,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2019,Bus,9.57,9.57,4,0.085731,0.00111799,0.000131966,1.04903,401215.32,5232.1181,617.59202,4.9094
2438,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2019,Rail,9.841,14.08,4,0.019922,8.17e-06,1.734e-06,0.15724,141056.02,57.847,12.27744,1.1133
2439,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2019,Bicycle,0.982,4.55,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2440,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2019,Walk,1.77,2.17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2441,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2020,Car,59.285,12.1,2,0.166208,0.00039106,5.3736e-05,2.47699,3046291.94,7167.4223,984.88366,45.3987
2442,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2020,Motorcycle,3.471,7.58,2,0.113249,0.00071744,8.5423e-05,1.60675,76120.07,482.2258,57.41689,1.08
2443,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2020,ElectricCar,15.127,13.15,2,0.02599,1.031e-05,2.576e-06,0.28794,132095.2,52.401,13.09262,1.4635
2444,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2020,ElectricBike,1.602,6.99,2,0.004379,1.52e-06,4.14e-07,0.04269,1253.12,0.435,0.11847,0.0122
2445,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2020,Bus,8.964,9.9,2,0.079812,0.00110249,9.8724e-05,1.08378,180967.72,2499.8134,223.84926,2.4574
2446,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2020,Rail,8.806,14.05,2,0.020767,7.07e-06,1.522e-06,0.14946,65644.21,22.3482,4.81102,0.4724
2447,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2020,Bicycle,0.943,4.8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2448,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2020,Walk,1.802,2.14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2449,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2021,Car,56.093,11.95,4,0.185559,0.00040105,5.2906e-05,2.34615,6355881.91,13737.0132,1812.16911,80.3618
2450,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2021,Motorcycle,3.782,7.61,4,0.098921,0.00071613,7.5285e-05,1.46427,145467.98,1053.1028,110.71013,2.1533
2451,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2021,ElectricCar,17.134,13.38,4,0.026278,9.78e-06,2.34e-06,0.31274,307834.6,114.5682,27.41202,3.6636
2452,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2021,ElectricBike,1.689,6.99,4,0.00438,1.49e-06,4.2e-07,0.04313,2642.62,0.899,0.2534,0.026
2453,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2021,Bus,9.22,10.15,4,0.081116,0.0011265,0.000111835,1.04345,387901.62,5386.9911,534.80173,4.9898
2454,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2021,Rail,9.367,14.08,4,0.020534,7.01e-06,1.489e-06,0.15574,138382.86,47.2418,10.03468,1.0496
2455,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2021,Bicycle,0.929,4.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2456,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2021,Walk,1.788,2.03,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2022,Car,57.348,12.16,4,0.16986,0.00039406,4.8422e-05,2.19036,6052884.08,14042.1494,1725.49601,78.0525
2458,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2022,Motorcycle,3.293,7.52,4,0.101275,0.00072881,7.7672e-05,1.45976,128162.47,922.3016,98.29312,1.8473
2459,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2022,ElectricCar,15.932,12.64,4,0.026698,8.73e-06,2.633e-06,0.26829,274729.55,89.834,27.09427,2.7608
2460,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2022,ElectricBike,1.864,6.6,4,0.003807,1.44e-06,3.89e-07,0.04122,2392.66,0.905,0.24448,0.0259
2461,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2022,Bus,9.405,9.65,4,0.079687,0.00111,9.516e-05,1.04637,369548.81,5147.6299,441.30492,4.8525
2462,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2022,Rail,9.506,13.01,4,0.020863,7.38e-06,1.456e-06,0.15955,131850.8,46.6404,9.20169,1.0083
2463,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2022,Bicycle,0.937,4.68,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2464,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2022,Walk,1.716,1.9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2465,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2023,Car,56.231,11.47,2,0.176192,0.00040839,5.1118e-05,2.18576,2903460.79,6729.8422,842.37144,36.0191
2466,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2023,Motorcycle,3.783,7.56,2,0.098077,0.00062316,8.2134e-05,1.47312,71670.76,455.3805,60.02025,1.0765
2467,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2023,ElectricCar,18.057,12.8,2,0.02542,9.55e-06,2.182e-06,0.27038,150112.46,56.3955,12.88534,1.5967
2468,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2023,ElectricBike,1.991,6.77,2,0.004137,1.48e-06,3.81e-07,0.04215,1425.05,0.5098,0.13124,0.0145
2469,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2023,Bus,8.542,10.0,2,0.080229,0.00100914,9.7905e-05,1.00843,175101.53,2202.47,213.67979,2.2009
2470,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2023,Rail,8.69,14.04,2,0.021178,7.64e-06,1.445e-06,0.14911,66016.43,23.8155,4.50438,0.4648
2471,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2023,Bicycle,0.962,4.84,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2472,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2023,Walk,1.743,2.19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2024,Car,57.405,11.66,4,0.167653,0.00037648,5.2428e-05,2.31635,5734348.66,12876.9994,1793.23025,79.2277
2474,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2024,Motorcycle,3.642,7.51,4,0.097291,0.0006374,7.2073e-05,1.36841,135969.71,890.8027,100.72612,1.9124
2475,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2024,ElectricCar,17.843,12.81,4,0.027016,9.45e-06,2.438e-06,0.27095,315547.8,110.3763,28.47592,3.1647
2476,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2024,ElectricBike,2.127,6.83,4,0.003751,1.37e-06,3.72e-07,0.04115,2784.34,1.0169,0.27613,0.0305
2477,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2024,Bus,8.125,9.93,4,0.073762,0.00106367,9.828e-05,1.01438,304094.57,4385.1342,405.17359,4.1819
2478,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2024,Rail,8.222,13.15,4,0.020826,7.59e-06,1.376e-06,0.14444,115060.39,41.9336,7.60218,0.798
2479,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2024,Bicycle,0.85,4.71,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480,Dubai,UAE,Middle East,3500000,Developed,Gas-heavy,2024,Walk,1.786,2.02,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2481,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2015,Car,70.712,12.0,3,0.200134,0.00044117,5.7632e-05,2.54433,14318576.45,31563.4843,4123.27839,182.034
2482,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2015,Motorcycle,2.957,7.82,3,0.121337,0.00082806,8.1039e-05,1.71284,236593.89,1614.6265,158.01719,3.3399
2483,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2015,ElectricCar,4.612,13.26,3,0.031544,1.184e-05,3.176e-06,0.34627,162644.33,61.0483,16.37581,1.7854
2484,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2015,ElectricBike,0.01,6.78,3,0.00488,1.76e-06,4.24e-07,0.05041,27.13,0.0098,0.00236,0.0003
2485,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2015,Bus,7.831,9.85,3,0.090586,0.00122122,0.000109033,1.0718,589116.02,7942.0691,709.08404,6.9703
2486,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2015,Rail,7.777,12.8,3,0.02548,8.54e-06,1.812e-06,0.17262,213855.42,71.6768,15.20824,1.4488
2487,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2015,Bicycle,0.978,5.24,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2488,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2015,Walk,5.124,2.47,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2489,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2016,Car,69.828,11.56,3,0.200793,0.00045996,6.419e-05,2.40058,13665969.54,31304.8729,4368.77075,163.3835
2490,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2016,Motorcycle,3.079,8.33,3,0.11254,0.00088536,8.3223e-05,1.56674,243352.67,1914.4723,179.95858,3.3879
2491,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2016,ElectricCar,5.711,13.22,3,0.031757,1.211e-05,2.83e-06,0.3357,202173.28,77.0954,18.01651,2.1372
2492,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2016,ElectricBike,0.01,7.42,3,0.004677,1.81e-06,4.25e-07,0.0465,29.58,0.0114,0.00269,0.0003
2493,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2016,Bus,7.792,10.43,3,0.083894,0.00133565,0.000119219,1.04698,574838.16,9151.8176,816.88357,7.1739
2494,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2016,Rail,7.262,13.72,3,0.025248,9.15e-06,1.472e-06,0.16665,212094.42,76.8641,12.36545,1.3999
2495,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2016,Bicycle,1.065,5.42,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2496,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2016,Walk,5.253,2.44,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2497,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2017,Car,67.795,11.67,4,0.206438,0.00041056,5.9763e-05,2.43749,18361201.65,36516.4115,5315.49663,216.7975
2498,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2017,Motorcycle,3.179,8.39,4,0.107453,0.00085533,7.9246e-05,1.58215,322228.37,2564.9502,237.64166,4.7445
2499,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2017,ElectricCar,6.621,13.37,4,0.029698,1.162e-05,3.001e-06,0.30744,295541.17,115.637,29.8646,3.0595
2500,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2017,ElectricBike,0.011,7.24,4,0.004354,1.82e-06,4.41e-07,0.04595,38.65,0.0162,0.00391,0.0004
2501,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2017,Bus,8.402,9.84,4,0.084396,0.00103964,0.000105774,1.04528,784413.53,9662.8713,983.11006,9.7153
2502,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2017,Rail,7.79,13.83,4,0.024817,8.74e-06,1.848e-06,0.18641,300556.15,105.8492,22.38094,2.2576
2503,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2017,Bicycle,1.147,5.36,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2504,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2017,Walk,5.055,2.41,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2505,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2018,Car,69.072,12.71,2,0.188817,0.00043603,5.3482e-05,2.4797,9317605.9,21516.8957,2639.19138,122.3665
2506,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2018,Motorcycle,2.76,8.64,2,0.111551,0.0007257,8.4996e-05,1.54264,149535.38,972.8091,113.9381,2.0679
2507,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2018,ElectricCar,6.543,12.7,2,0.030013,1.137e-05,3.072e-06,0.34692,140185.11,53.1071,14.34874,1.6204
2508,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2018,ElectricBike,0.01,6.97,2,0.004664,1.77e-06,3.92e-07,0.04549,17.81,0.0068,0.0015,0.0002
2509,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2018,Bus,8.117,10.27,2,0.088057,0.00116812,0.000114356,1.08162,412590.05,5473.2126,535.8137,5.0679
2510,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2018,Rail,7.679,14.37,2,0.022733,7.75e-06,1.873e-06,0.17727,141004.08,48.0703,11.6175,1.0995
2511,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2018,Bicycle,0.992,4.92,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2512,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2018,Walk,4.827,2.54,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2513,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2019,Car,68.974,12.64,2,0.1856,0.00043788,5.5085e-05,2.32977,9095392.17,21458.4608,2699.45947,114.1712
2514,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2019,Motorcycle,2.746,8.14,2,0.103111,0.00071226,7.6357e-05,1.46433,129529.94,894.7542,95.92107,1.8395
2515,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2019,ElectricCar,7.392,13.15,2,0.030338,1.124e-05,2.823e-06,0.32222,165758.65,61.4123,15.42411,1.7605
2516,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2019,ElectricBike,0.01,7.33,2,0.004683,1.66e-06,4.88e-07,0.04882,19.11,0.0068,0.00199,0.0002
2517,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2019,Bus,7.273,9.89,2,0.089511,0.00100537,0.000116404,1.0014,361904.87,4064.8446,470.63685,4.0488
2518,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2019,Rail,7.765,14.19,2,0.024104,8.06e-06,1.726e-06,0.16127,149294.84,49.9219,10.69046,0.9989
2519,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2019,Bicycle,0.995,5.29,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2520,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2019,Walk,4.846,2.47,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2521,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2020,Car,67.485,11.69,3,0.182549,0.00041374,5.8745e-05,2.3463,12142391.41,27520.244,3907.47023,156.066
2522,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2020,Motorcycle,2.881,8.42,3,0.104593,0.0007157,7.8395e-05,1.54898,213933.71,1463.8872,160.34852,3.1683
2523,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2020,ElectricCar,7.368,13.84,3,0.030165,1.059e-05,2.649e-06,0.30826,259361.74,91.0539,22.77637,2.6505
2524,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2020,ElectricBike,0.01,6.84,3,0.004564,1.63e-06,4.6e-07,0.0451,26.0,0.0093,0.00262,0.0003
2525,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2020,Bus,8.328,9.9,3,0.08796,0.00102984,0.000126281,0.99743,611469.5,7159.1149,877.86471,6.9338
2526,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2020,Rail,7.996,14.0,3,0.0233,7.7e-06,1.668e-06,0.16237,219909.13,72.6738,15.74285,1.5325
2527,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2020,Bicycle,1.01,5.07,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2020,Walk,4.922,2.46,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2529,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2021,Car,66.803,11.98,2,0.173122,0.000388,5.5681e-05,2.35391,7787873.38,17454.1357,2504.80342,105.8904
2530,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2021,Motorcycle,2.901,8.34,2,0.103416,0.0007341,7.8372e-05,1.39778,140641.87,998.3484,106.58297,1.9009
2531,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2021,ElectricCar,8.269,12.62,2,0.029243,1.018e-05,2.37e-06,0.30704,171535.59,59.7145,13.90211,1.8011
2532,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2021,ElectricBike,0.01,7.09,2,0.004523,1.59e-06,4.45e-07,0.0414,18.08,0.0064,0.00178,0.0002
2533,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2021,Bus,8.129,9.96,2,0.082418,0.00112366,9.6373e-05,1.02317,375107.28,5114.0897,438.62037,4.6567
2534,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2021,Rail,7.751,14.11,2,0.023772,8.27e-06,1.628e-06,0.16776,146129.97,50.8369,10.00755,1.0312
2535,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2021,Bicycle,0.991,5.03,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2536,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2021,Walk,5.145,2.42,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2537,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2022,Car,66.815,12.0,2,0.181398,0.00038502,5.5497e-05,2.30862,8175246.04,17352.0834,2501.13909,104.0449
2538,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2022,Motorcycle,2.874,8.32,2,0.099885,0.00073918,8.4279e-05,1.49802,134239.08,993.4109,113.26561,2.0132
2539,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2022,ElectricCar,9.002,13.53,2,0.030376,1.107e-05,2.434e-06,0.29462,207961.5,75.7879,16.66376,2.017
2540,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2022,ElectricBike,0.01,7.21,2,0.004298,1.43e-06,3.99e-07,0.04405,17.8,0.0059,0.00165,0.0002
2541,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2022,Bus,7.444,10.24,2,0.079722,0.00106109,0.000111187,1.02599,341568.25,4546.2313,476.37978,4.3958
2542,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2022,Rail,7.82,14.54,2,0.023172,7.78e-06,1.504e-06,0.16807,148092.97,49.7222,9.61211,1.0741
2543,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2022,Bicycle,1.032,4.72,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2544,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2022,Walk,5.003,2.32,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2545,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2023,Car,65.47,11.91,2,0.169735,0.00036775,5.1392e-05,2.16184,7439443.77,16118.3931,2252.49886,94.7529
2546,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2023,Motorcycle,2.955,8.41,2,0.09735,0.00068232,7.5554e-05,1.38117,135970.36,953.0077,105.52753,1.9291
2547,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2023,ElectricCar,9.444,13.36,2,0.028993,9.72e-06,2.369e-06,0.32199,205618.53,68.9343,16.80096,2.2836
2548,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2023,ElectricBike,0.011,6.83,2,0.004233,1.44e-06,3.8e-07,0.04517,17.31,0.0059,0.00155,0.0002
2549,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2023,Bus,8.454,9.74,2,0.078718,0.00110526,9.7108e-05,0.90496,364355.12,5115.8202,449.4753,4.1887
2550,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2023,Rail,7.643,12.92,2,0.023139,7.81e-06,1.377e-06,0.16281,128438.23,43.3512,7.64335,0.9037
2551,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2023,Bicycle,0.937,4.72,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2552,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2023,Walk,5.086,2.46,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2553,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2024,Car,66.871,12.36,4,0.16746,0.00037031,4.6263e-05,2.39907,15560054.98,34408.4794,4298.66729,222.9169
2554,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2024,Motorcycle,2.952,7.9,4,0.098567,0.00073836,7.7075e-05,1.36295,258401.46,1935.6712,202.05843,3.5731
2555,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2024,ElectricCar,9.524,13.04,4,0.026854,9.57e-06,2.548e-06,0.27889,374936.54,133.6167,35.57527,3.8939
2556,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2024,ElectricBike,0.01,7.03,4,0.004429,1.46e-06,3.93e-07,0.04717,34.93,0.0115,0.0031,0.0004
2557,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2024,Bus,7.778,10.02,4,0.072604,0.00103645,0.000104269,1.03497,636142.08,9081.1726,913.58462,9.0682
2558,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2024,Rail,7.464,14.45,4,0.022621,7.39e-06,1.522e-06,0.16368,274291.09,89.6075,18.45502,1.9847
2559,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2024,Bicycle,0.919,4.86,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2560,Riyadh,Saudi Arabia,Middle East,7700000,Developed,Gas-heavy,2024,Walk,4.481,2.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2561,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2015,Car,37.103,12.3,4,0.205227,0.00042152,6.3915e-05,2.49735,21194838.71,43532.5197,6600.82794,257.9141
2562,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2015,Motorcycle,4.967,8.67,4,0.111148,0.00075598,9.1319e-05,1.62956,1083131.8,7366.988,889.89917,15.88
2563,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2015,ElectricCar,1.872,13.11,4,0.026274,1.054e-05,2.65e-06,0.28082,145894.73,58.5267,14.71497,1.5593
2564,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2015,ElectricBike,1.94,6.98,4,0.003967,1.49e-06,4.03e-07,0.03883,12158.94,4.5669,1.2352,0.119
2565,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2015,Bus,26.435,10.18,4,0.088209,0.00113915,0.000121496,1.11277,5371844.86,69373.16,7398.99175,67.7666
2566,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2015,Rail,19.614,14.98,4,0.022017,7.3e-06,1.503e-06,0.15023,1463912.27,485.3776,99.9346,9.9888
2567,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2015,Bicycle,2.958,5.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2568,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2015,Walk,5.112,2.53,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2569,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2016,Car,34.84,11.77,4,0.198162,0.00043866,5.6548e-05,2.35606,18389134.44,40706.9858,5247.56903,218.6388
2570,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2016,Motorcycle,4.833,8.1,4,0.104188,0.00079028,9.9268e-05,1.5928,923078.3,7001.6731,879.48839,14.1118
2571,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2016,ElectricCar,2.114,13.58,4,0.026544,9.46e-06,3.035e-06,0.28902,172466.91,61.4654,19.7196,1.8779
2572,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2016,ElectricBike,2.16,7.3,4,0.00413,1.45e-06,4.22e-07,0.03729,14735.33,5.1734,1.50564,0.133
2573,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2016,Bus,29.619,10.04,4,0.088484,0.00111888,0.000127868,1.04654,5954587.85,75295.7513,8604.95953,70.4276
2574,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2016,Rail,18.889,14.69,4,0.022084,8.03e-06,1.633e-06,0.1598,1386714.18,504.2255,102.54049,10.0343
2575,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2016,Bicycle,2.99,5.45,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2576,Istanbul,Turkey,Middle East,15500000,Emerging,Mixed,2016,Walk,4.554,2.65,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
